job_position,job_company,job_address,job_salary,job_welfare,job_year,job_education,company_num,company_business,job_detail
1178,数据分析主管（IT方向）,盐津铺子食品股份有限公司,长沙,1-1.5万/月,带薪年假/五险一金/全勤奖/节日福利/年终奖金/定期体检/员工旅游,3-4年经验,本科,1000-5000人,快速消费品(食品、饮料、化妆品),"岗位职责：
1、负责维护集团和多个分支机构的Oracle，SQL Server和MySQL数据库架构设计与部署；包括用户权限的管理,DDL管理等，编写、管理数据库规范化文档，以及备份还原策略的设计、实施和检查等；
2、负责与业务部门合作理解业务，理解IT/业务数据环境，界定系统数据分析的需求，并制定数据分析方案，架构设计和系统实现；
3、负责通过ETL过程建立数据仓库，从业财等方面深度挖掘、分析数据；
4、建立各业务部门的数据主题及分析模型，完成模型部署后的数据开发、验证，转化为支持决策的价值数据和报表和图形展现。
5、负责数据分析平台的引进及推广应用，提升业务运作效率和数据分析能力。
任职资格：
1、本科以上学历，三年以上相关工作经验；
2、有3年以上数据库开发或DBA工作经验，熟识数据库工作原理；
3、具备较强的SQL、PLSQL能力，能够对数据库进行管理、扩容、备份、优化；
4、熟悉数据结构、数据清洗、降维等数据准备过程，能够结合业务场景和数据条件有效完成数据清洗、数据描述和数据准备；
5、具有海量数据分析，数据挖掘和统计相关经验，熟悉常用的数据挖掘算法；
6、至少熟练掌握 SQL Server、Oracle等主流大型数据库中的一种，对Hadoop, Spark, HIVE等大数据架构、环境及数据仓库有所了解；
7、工作认真负责，有良好的团队合作精神、沟通协调能力以及承压能力。
"
1179,数据开发工程师,杭州爱德朗电子商务有限公司,杭州-滨江区,1.2-1.8万/月,五险一金/员工旅游/专业培训/年终奖金/绩效奖金/节日福利/餐饮补贴/交通补贴,3-4年经验,本科,150-500人,"互联网/电子商务,家具/家电/玩具/礼品","岗位职责：
1、业务部门数据模型分析；
2、负责ETL流程的开发和实施，处理各种数据源（MYSQL/Hbase/Hive等）的抽取、转换、加载需求；
3、负责业务模型到数据模型的转化；
4、负责ETL数据准确性验证及ETL任务的优化；
5、负责ETL任务的各种异常和技术问题的解决；
6、独立承担数据开发工作，支持数据分析师工作；
7、领导交办的其他工作。
任职条件：
1、.本科及以上学历，计算机、数学、统计等相关专业优先；
2、两年以上数据开发经验，熟悉HIVE、Spark或sparkSql，爬虫或反爬虫开发；
3、具备优秀的思维逻辑和分析能力，擅长技术方案设计和实现，有完整的数据仓库经验优先；
4、熟悉元数据管理；具有一定数据建模经验，有电商经验优先；
5、有责任心，良好的跨部门协同沟通能力以及心理承受能力。
"
1180,大数据开发助理工程师,深圳市路梵科技有限公司,深圳-南山区,4.5-6千/月,五险一金/绩效奖金/交通补贴/餐饮补贴/定期体检/周末双休,无需经验,大专,50-150人,互联网/电子商务,"岗位职责：
1、通过协助各部门的业务数据梳理,及时反映数据进展,为业务提升方向提供支持；
2.通过内部数据,平台数据分析,竞争对手数据,行业数据,社会趋势等的分析,为事业部提供决策支持（产品开发,产品价格和质量改进,定价与价格统一,备货模型与缺货,呆滞销数据）；
3.配合上级完成其他各类数据挖掘分析,并促进转化为业绩结果；
4、完成上级安排的其他任务。
职位要求：
1、全日制大专及以上学历，计算机专业，统计学，营销学，财务专业等均可；
2、熟悉mysql或sql sever数据库，熟练编写sql语句，一年以上数据分析经验，有过销售分析与产品分析经验的优先。优秀应届毕业生亦可；
3、为人踏实，工作认真负责，良好的团队精神；
4、excel操作熟练，熟练操作函数与透视表技能。
"
1181,数据建模挖掘算法工程师（产互子公司）,中国联合网络通信有限公司上海市分公司,上海-长宁区,30-45万/年,福/利/面/议,3-4年经验,本科,1000-5000人,"通信/电信运营、增值服务,通信/电信/网络设备","1. 理解业务部门建模目标和建模需求 
2. 建模数据源分析，以及建模宽表设计工作 
3. 使用建模工具进行模型开发，包括数据准备、建模及数据分析、模型的选取与圈定、模型验证工作 
4. 面向业务部门进行模型解读 
5. 对业务部门提出模型应用建议 
岗位要求：
1. 具有计算机、数理统计及相关专业大学本科及以上学历； 
2. 具有建模工作经验 
3. 熟悉逻辑回归、决策树、随机森林、支持向量机、神经网络等算法； 
4. 熟悉python，SAS建模语言； 
5. 熟悉至少一种常用数据库； 
6. 具有较好的沟通技能，良好的团队合作精神 
7. 熟悉机器学习、神经网络及其他人工智能技术者优
"
1182,数据录入行政,爱利琴商务咨询（上海）有限公司,上海-黄浦区,4.5-5.5千/月,做五休二/周末双休/带薪年假/五险一金/专业培训/节日福利/绩效奖金/餐饮补贴,1年经验,大专,150-500人,"酒店/旅游,专业服务(咨询、人力资源、财会)","雅高A佳是雅高酒店集团的子公司，雅高酒店集团是全球排名前列的酒店管理集团，在94个国家管理着3700多家酒店。雅高A佳是亚太区最为广泛的忠诚项目，涵盖了旅游、美食和生活方式。会员可以在亚太区17个国家的700多家酒店、度假村和度假酒店享受更多的目的地和生活方式。更多详情请浏览网站：www.accorplus.com
-公司日常业务的支持工作，包括文档的处理，信息的录入
-根据公司的要求进行数据库管理，核对并维护客户信息
-与业务部门的同事进行相关沟通，确保信息数据录入的准确性
-与运营团队包括销售、客服团队紧密合作确保工作的流畅沟通
-对公司物流、办公用品采购等工作进行协调
-对公司库存进行管理
-熟练运用Windows， Microsoft Office
-良好的英语读写能力
-善于沟通，组织能力强
公司将提供专业的职业培训和完善的职业发展规划，热诚欢迎对酒店管理行业有兴趣的朋友加入到我们团队中来。
"
1183,数据分析员,北京市欢乐和食食品有限公司,北京-大兴区,4.5-6千/月,节日福利/绩效奖金/专业培训/加班补贴,2年经验,大专,50-150人,"快速消费品(食品、饮料、化妆品),原材料和加工","岗位职责：
1、协助销售部完成数据统计、分析及数据追踪
2、财务统计申报
岗位要求：
1、大专以上学历
2、熟悉Office办公软件，具备一定的财务基础知识
3、使用过财务软件并具有统计申报经验
联系人：张经理010-60222190/13693506191
"
1184,初级数据网络工程师,上海游驰网络技术有限公司,上海,6-8千/月,五险一金/餐饮补贴/通讯补贴/年终奖金/弹性工作/定期体检,在校生/应届生,无学历要求,150-500人,"通信/电信运营、增值服务,互联网/电子商务","1. 负责网络相关业务的数据开通； 
2. 负责网络相关业务用户故障处理； 
3. 负责用户端设备安装及远程安装支持；   
1. 计算机、通信技术或相关专业大专以上学历； 
2. 1年以上网络系统集成相关技术支撑，维护经验者优先； 
3. 熟悉网络相关技术，熟悉一种主流厂商设备的配置(Cisco/H3C/Huawei); 
4. 具备网络故障的分析、判断、解决能力； 
5. 具备一定的协调沟通能力;
"
1185,大数据销售代表6000起+可接受实习生,深圳市乐有家控股集团有限公司,广州-海珠区,0.6-1.2万/月,五险一金/专业培训/弹性工作/绩效奖金/员工旅游/出国机会,无需经验,大专,10000人以上,房地产,"【乐有家广州基地大学生】：
乐有家斥巨资1.7亿打造纯90后大学生团队；改善行业从业人员素质结构。我们虽年轻敢拼搏，有梦想有追求；我们没经验，但肯用心学习，挑战自我；我们团结友爱，互帮互助，只为一起实现共赢！感恩公司的高底薪，让我们不用为吃住忧愁；感恩公司的高提成，让我们刚毕业就能月入过万；感恩领导的无保留栽培，让我们快速成长，即使是实习生也能做管理人员，刷新人生新高度；感谢同事战友，在我困难的时候帮助我，不抛弃不放弃；感谢珍惜是***的感恩！
无论是应届生还是实习生，我们都欢迎志同道合的你加入，一起拼搏奋战，一起实现打造属于自己的金色人生，实现自我价值！
先定个小小的目标，比如加入乐有家大学生销售团队！
【岗位要求】
1、90后大专学历及以上大学生，对销售有一定的认识，具备一定的市场分析及判断能力，良好的客户服务意识；
2、性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；
3、有责任心，能承受一定的工作压力，男女不限，欢迎优秀应届生；
4、退伍军人绿色通道，优先安排；
【你要做的】
1、通过公司精准匹配的平台开发意向客户
2、负责为客户提供房屋买卖及租赁的相关咨询服务
3、维护新老客户关系，资源匹配，促进成交。
【你想知道的】
这里年薪过百万，收入自主制，能力与薪资共提升
1、每月一次晋升加薪机会，晋升标准完全公开透明。
3、五险一金，免费培训，带薪年假，话费补贴，车费补贴，节假日福利等。
【薪酬真实有效，不收取任何费用，不押任何有效证件。新人进来期间有专人带教。】
【你看重的】
1、独一无二的晋升速度：
置业顾问-置业经理-店长-营销副总经理-营销副总裁（每周一次全集团管理岗竞聘机会，晋升机会无限多）
2、乐有家学院：百余名资深讲师，全方位课程培训，旨在打造集团管理层优秀储备干部；
3、公司与全国近百所高校成为事业合作伙伴，以感恩的心爱岗敬业，珍惜机会，着眼长远，拥抱未来。
了解更多资讯可登陆集团网站：
招聘网站
选择乐有家为平凡的人，圆不平凡的梦。
面试地点：广州市海珠区/番禺区，联系余主任185 9494 2082
工作地点：海珠区（东晓南、沙园、昌岗一带）、番禺区（番禺广场，市桥片区，洛溪南浦），可根据详细的居住地就近安排工作地点
加入我们，来这实现你的梦想！！！
"
1186,大数据需求分析师,上海功存智能科技有限公司,上海-宝山区,1.5-2.5万/月,福/利/面/议,3-4年经验,本科,50-150人,计算机软件,"1.  参与业务需求分析，结合项目需求，梳理数据资源，建立数据标准，构建包含数据引接采集、数据治理融合、数据共享交换、数据分析建模、数据产品服务的完整数据体系；
2.    负责公司大数据产品研究，规划产品方向和功能，完成大数据应用产品的策划、原型、产品流程和交互设计，推进各类应用系统产品化进程；
3.    负责大数据产品解决方案编写，进行产品方案培训和客户交流；
4.  熟悉数据体系架构理论及相关方法，熟悉大数据技术及相关产品，熟悉数据分析建模方法及工具；
5.  具备行业领域数据整体解决方案设计能力，曾主导过大型数据工程项目实施.
任职要求：
1. 具备数据分析类项目需求调研、功能规划、产品设计经验；
2. 具备数据分析类产品需求调研、需求分析、功能设计工作经验，主导或参与过大型数据分析类项目的需求分析及设计工作；
3. 具备良好的业务理解能力，熟悉各类分析方法，能够将客户需求还原为数据可视化界面；
4. 熟练掌握AXURE或其他原型设计工具，能够快速完成产品原型设计 ；
5. 了解大数据技术架构，熟悉数据分析的主流产品及特性，能够进行数据产品的功能设计；
6. 具备较好的文案编写能力，能够提炼项目、产品价值，形成产品解决方案；
7.  熟练使用SQL等数据库查询语言；
"
1187,CRM专员（数据分析）,南京悦爱电子商务有限公司,南京-雨花台区,4.5-6.5千/月,带薪年假/包住宿/绩效奖金/全勤奖/节日福利/餐饮补贴/加班补贴/五险一金/员工旅游/定期体检,2年经验,大专,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)","【岗位职责】
1、负责crm活动的策划和执行、EDM，短信；
2、催化会员活跃度，提升会员销售额占比，促进老顾客N次消费，提高用户的忠诚度；
3、熟悉电商客户关系管理模块,善于总结、分析、挖掘、创新， 配合店铺活动策划做CRM营销及每次活动后的数据分析总结工作；
4、配合店铺活动策划做CRM营销及每次活动后的数据分析及总结工作。
【任职要求】
1、市场营销、计算机、统计学等相关专业，大专及以上学历；
2、相关领域一年以上工作经验优先 ；
3、有客户数据库营销经验者优先；
4、熟练使用数据分析软件。
工作时间：朝九晚六，一周单休一周双休。
【福利待遇】
1、福利：公司缴纳五险一金，每年组织全体员工体检，节假日及热门节日享受节日礼品，并酌情给予各种津贴（午餐补贴、通讯补贴、交通补贴、工龄补贴、读书津贴等）；
2、生活：公司提供员工宿舍，入职一个月后均可申请入住，不定期组织外出旅游，定期召开员工生日PATY、员工周年庆、团建拓展活动；
3、薪资：提供具有竞争力的薪资，另外设有年终奖、带薪年休假等，不定期调薪。
4、发展：公司提供广阔的职业发展平台，公平的晋升机制，定期开展培训及交流。
5、办公环境：温馨、舒适的工作环境和积极向上的团队氛围。
悦爱寄语：若你有理想，我有面包，带上你的背包，加入我们，一起努力去闯！
"
1188,数据库开发人员,上海寰联科技有限公司,上海-静安区,0.8-1.2万/月,福/利/面/议,3-4年经验,本科,少于50人,计算机软件,"具体面谈！！！
"
1189,数据库工程师,深圳市讯方技术股份有限公司,广州-天河区,0.7-1.5万/月,五险一金/定期体检/交通补贴/绩效奖金/通讯补贴,1年经验,大专,1000-5000人,"通信/电信/网络设备,计算机软件","1、省级系统，BOSS系统现网Oracle数据库运维工作；
2、按要求分发及处理数据提取、数据修改工单，熟练使用SQL语句编写数据库大批量数据提取、简单数据变更方案；
3、复核、优化、实施现网数据库数据变更方案，包括数据提取单、数据修改单、配置变更单等；
4、使用Excel完成月报分析，并完成月报汇总文档的撰写；
5、协助上级领导定位、解决数据库故障问题。
6、驻点中国移动平云广场，地铁五号线潭村站。
岗位要求：
1、统招大专及以上学历，沟通能力良好，善于学习；
2、
3、熟悉Oracle数据库，能熟练使用SQL语言，存储过程优化；
4、
"
1190,数据安全工程师,杭州斯凯网络科技有限公司,杭州,2-3.5万/月,五险一金/补充医疗保险/员工旅游/餐饮补贴/交通补贴/专业培训/弹性工作,3-4年经验,本科,500-1000人,互联网/电子商务,"1、负责应用安全、数据安全和中台安全的设计和开发，并与研发工程师合作开发相关的安全系统和服务； 
2、增强在安全防御、监测和响应各个环节的安全规范和流程建设，保障公司核心技术和数据安全；
3、分析公司加密应用的功能、架构、设计、算法等，进行抗反编译风险评估；
4、通过对各种加密、解密算法的研究，提升公司加密产品的核心技术安全；
5、关注最新的安全动态和漏洞信息，管理和及时修复公司所有系统的漏洞；
要求：
1、计算机、信息安全、密码学、数学相关专业本科及以上学历 ，3年以上工作经验；
2、具备扎实的密码学和安全理论知识如常见的密码算法、密码协议、密钥管理等；
3、 熟练掌握密码技术在网络、服务器、应用、数据库等层面及整个信息系统架构中的应用； 
4、对常见安全漏洞的原理、危害、利用方式及修复方法有较深入理解；
5、熟悉网络协议（例如TCP/IP, HTTP, HTTPS, DNS等）；
6、可独立完成相关系统的安全评估报告及安全事件分析报告；
7、对密码攻防有强烈的兴趣合爱好，数学建模获奖优先;
8、有CISA／CISSP等安全证书优先;
"
1191,线上客户部线上数据岗,中国平安财产保险股份有限公司吉林分公司,长春-二道区,4.5-6千/月,绩效奖金/定期体检/专业培训/周末双休/带薪年假/五险一金/节日福利,无需经验,本科,1000-5000人,保险,"1、完成业务团队各类业绩报表的业绩追踪，搭建报表体系，分析解读跟踪KPI指标、业务运营指标、客户行为及流量指标等，挖掘分析影响业务的关键因素，提出改善意见
2、通过内外部大数据挖掘技术，结合客户行为数据标签等，能够有效得搭建客户模型
3、通过数据模型搭建，针对不同顾客群体进行精准化营销，提高业务触达效率和转化效率，提升顾客活跃度和粘性
"
1192,高级工程师（数据类） (MJ001435),神州数码信息服务股份有限公司,北京-海淀区,1-2万/月,福/利/面/议,8-9年经验,本科,5000-10000人,"计算机服务(系统、数据服务、维修),计算机软件","岗位职责：
1、根据业务需求，带领技术小组进行软件设计、程序编码、环境部署、性能调优及相关文档的编写； 
2、协助测试人员完成软件系统及模块的测试；
3、协助项目经理完成项目实施过程中的其他工作，组织团队技术培训，培养新人。
岗位要求：
1、精通主流数据库（Oracle)的ETL开发经验，懂GP优先；
2、熟练掌握存储过程、perl、shell等脚本言语开发；
3、熟练掌握AIX、LINUX等操作系统；
4、良好的沟通能力，踏实稳重。
5、本科相关专业毕业或同等学历，6年以上（含6年）工作经验，5年以上金融行业相关经验。
"
1193,数据分析员,申通快递有限公司,昆明-官渡区,3.5-6千/月,带薪年假/五险一金/包吃/包住宿/全勤奖/节日福利/专业培训/餐饮补贴/住房补贴/年终奖金,1年经验,大专,10000人以上,交通/运输/物流,"岗位职责：
1 负责运营数据的收集和分析；
2 负责编制统计报表，建立健全统计台账制度；
3 协调管理统计信息系统，维护更新统计数据平台；
4 做好统计资料的保密和归档工作
任职资格
1 大专以上学历；
2 有1年及以上数据统计分析整理工作经验，物流快递行业数据统计经验者优先；
3 熟练掌握excel,office办公软件，以及数据库分析
4 对数据敏感，有一定分析能力，了解相关统计分析软件的操作，
"
1194,数据分析专员,深圳市跨域体育用品有限公司（安踏深圳一级经销商）,深圳-福田区,5-6千/月,五险一金/餐饮补贴/通讯补贴/专业培训/员工旅游/交通补贴/年终奖金/绩效奖金/定期体检/高温补贴,在校生/应届生,大专,500-1000人,"服装/纺织/皮革,批发/零售","1.对销售数据、商品数据进行统计与汇总；
2.负责商品数据对接(数据入库、转仓、分销调拨)；
3.负责事业部日、周、月零售数据、商品数据套表制作；
4.与上级部门进行例行数据对接。
1.全日制大专以上学历,一年以上数据、统计工作经验，有同类品牌服装行业工作经验者优先；
2.Excel操作熟练，擅长运用函数公式，有一定的逻辑思维能力对数据敏感具有一定的分析能力；
3.工作细心耐心，抗压能力强。
"
1195,贷后数据分析,360金融,上海-浦东新区,1.2-2万/月,五险一金/补充医疗保险/免费班车/餐饮补贴/绩效奖金/年终奖金/弹性工作/定期体检,2年经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务","岗位职责1、建立和完善贷后报表体系，负责数据的收集整理，制作和维护日常报表；2、监控风险指标，跟进和分析策略执行情况，提出策略优化建议；3、对于指标波动等情况进行数据分析，出具分析报告，提出有效建议。任职资格1、本科及以上学历，数学、统计、金融等理工类专业；2、2年以上金融行业或银行风险管理或数据分析相关工作经验；3、精通各类Office办公软件，能熟练使用SQL、EXCEL，擅长Excel VBA操作；4、有较强的逻辑分析能力、数据敏感性，工作严谨，认真负责。
"
1196,大数据应用开发工程师(J10785),雅士利国际集团有限公司,广州-海珠区,1-1.5万/月,通讯补贴/带薪年假/五险一金/补充医疗保险/专业培训,5-7年经验,本科,10000人以上,快速消费品(食品、饮料、化妆品),"工作职责:
1、负责大数据应用产品（包括分析统计、行为分析、营销、推荐等）的设计、开发与维护工作；
2、负责跟踪评估数据产品线上效果，参与各业务部门的数据应用产品讨论，促进大数据产品的落地；
3、协同阿里云顾问，参与阿里云中台项目应用产品研发，测试以及维护等工作。
4、负责大数据前沿技术的研究，提升系统性能及产品竞力
任职资格:
1、统招本科及以上学历，计算机相关专业，5年以上开发经验;
2、有一定的算法设计开发经验，熟悉算法建模流程。精通SQL,R,Python,Java语言，熟悉Git/SVN等源代码版本控制工具。
3、具有MySQL，Oracle等数据库应用开发经验，具备数据库应用系统的规划及设计能力。
4、从事过分布式系统的设计、开发、调优工作优先，熟悉Hadoop、MaxCompute、Spark 、ambari 、Hbase、Hive、MongoDB、ElasticSearch、Redis、RabbitMQ等开源项目优先。
5、熟悉DevOps开发流程，熟悉K8s等容器化环境。
6、良好的沟通交流能力，较好的逻辑分析能力；强烈责任心，开放的性格； 擅于协作，具备良好的团队合作精神；善于学习。
，具备至少2个项目的开发与上线经验；
7、有快消品行业经验优先。
"
1197,大数据开发工程师（BI方向）,阅文集团,上海-浦东新区,2-4万/月,五险一金/补充医疗保险/补充公积金/弹性工作/年终奖金/绩效奖金/定期体检/员工旅游,3-4年经验,本科,1000-5000人,互联网/电子商务,"工作职责:
负责大数据BI设计和开发；
负责阅文日常数据统计分析；
数据仓库、数据集市的模型设计与开发；
负责ETL数据准确性验证及ETL任务的优化；
参与大数据平台和数据仓库的的搭建。
任职资格:
 3年以上经验，熟悉大数据处理相关产品架构和技术（如Hadoop/Hive/HBase/Spark/Kafka/Storm/Flume等） ；
熟悉数据仓库理论与技术，对ETL及BI有概念并具有丰富的实际操作经验，熟悉ETL开发流程； 
熟悉BI项目，具有数据仓库、BI系统开发经验者优先；
对mysql、oracle有丰富经验，有较强的数据库脚本编程能力，有较强的存储过程编写能力； 
熟练操作linux系统，熟悉shell脚本或python； 
有较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题； 
性格积极且沉稳，勤奋严谨，强烈的进取心、求知欲和团队合作精神。 
"
1198,高级数据分析员/主管,三七互娱,广州,1-1.5万/月,五险一金/专业培训/员工旅游/定期体检/弹性工作/年终奖金/绩效奖金/餐饮补贴,2年经验,本科,1000-5000人,网络游戏,"岗位职责：
1、日常监控数据，实时发现并解决广告投放中出现的问题；
2、负责部门广告数据整理与分析，能够基于数据分析得到有价值的信息，为广告投放决策供数据支持；
3、优化并不断改进市场广告流程以及报表系统。
4、收集并拓展游戏行业内数据报告；
5、完成部门日常的其他数据支撑工作。
任职要求：
1、 本科以上学历，数据分析专业相关（理学、统计学等专业优先）
2、 具有优秀的学习能力，条理清晰，有良好的表达能力及沟通能力，有较强的组织语言文字功底，数据分析和逻辑能力；
3、 做事认真细心，有上进心，有责任感，能承受工作压力，适应游戏公司的快节奏。
4、 态度积极，有较好的沟通能力，游戏产品手游有一定理解了解；
5、 精通Excel各项分析与统计，掌握一些基础数据分析工具；
6、 具有相关游戏分析相关工作经验优先；
"
1199,数据库管理员,甲骨文（中国）软件系统有限公司,深圳-南山区,面议,五险一金/补充医疗保险/员工旅游/专业培训/绩效奖金/弹性工作/定期体检,5-7年经验,大专,500-1000人,计算机软件,"Oracle Advanced Customer Service
RESPONSIBILITIES
1. Develop  database architectural strategies at the modeling, design and  implementation stages to address business or industry requirements.
2.  Recommend proactive maintenance and operational practices for improving  database availability, performance, scalability, maintain ability,  agility and security
3. Provide professional advice to client on  solution architecture approaches, deployment considerations, production  support measures, and knowledge transfer
4. Collaborate with system  architects, software architects, design analysts, and others to  understand business or industry requirements
5. Create and enforce database development standards
6. Act as a lead on technical troubleshooting, root cause analysis and performance analysis
"
1200,大数据开发工程师,江苏康行信息技术有限公司,南京-江宁区,1-1.5万/月,五险一金/餐饮补贴/通讯补贴/年终奖金/交通补贴/绩效奖金/弹性工作,2年经验,大专,50-150人,计算机服务(系统、数据服务、维修),"职位要求
1，三到五年开发经验；
2，计算机或者电子相关专业；
3，熟悉操作系统，数据库，计算机网络；
4，熟悉Java或者Go语言及其相关常用库;,
5，有技术带队经验更佳
待遇可面谈
"
1201,业务助理/数据助理/商务助理/(曙光公司),深圳市康汇世纪科技有限公司,深圳-南山区,6-8千/月,周末双休/带薪年假/五险一金/绩效奖金/弹性工作/年底双薪/做五休二/年终奖金/员工旅游,1年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),计算机硬件","1．根据销售采购需求对接工厂、走下单采购流程并跟进；
2．熟练操作ERP、OA系统，制作采购单，完成采购计划。
3．总代采购合同、协议签订、账号管理。对相关文档资料进行收集、整理和存档；
4．完成上级主管与销售部门交办的其他商务工作。
任职资格：
1. 大专以上学历，一年以上相关工作经验；
2. 良好的语言表达能力，认真细心；
3. 能熟悉运用办公软件，整理数据报表与文档。
4. 年龄：22-26岁，性格活泼开朗、乐观上进、吃苦耐劳、待人热情坦诚。
上班地址：深圳市南山区西丽大学城学苑大道国家超算中心科研楼11层，
"
1202,数据库web程序员,犇腾时代科技（深圳）有限公司,深圳,0.6-1.5万/月,五险一金/员工旅游/绩效奖金/年终奖金/定期体检/通讯补贴/下午茶/餐饮补贴/全勤奖,2年经验,大专,少于50人,"网络游戏,计算机软件","职位描述： 
1.负责公司数据库的业务逻辑开发(存储过程、函数等)
2.负责后台管理系统及前端web协议的开发(asp.net开发)
3.与前端开发人员沟通完成开发任务
职位要求：
1.熟练掌握sqlserver2008数据库，安装、部署、备份等操作
2.熟练掌握T-SQL脚本语言，了解各种语句对数据库性能的影响
3.熟练编写数据库的存储过程、函数,能独立完成业务逻辑的开发
4.熟悉数据库事务及相关锁的机制
5.熟悉ASP.NET(C# webform)开发
6.熟悉IIS的使用和安装部署
7.了解Java的web开发技术(如servlet)
8.熟悉tomacat的使用及部署(包括连接池)
9.熟悉HTML标记语言及Ajax
10.有棋牌相关工作经验者优先 
"
1203,数据分析师,广州逐鹿网络信息开发有限公司,广州-番禺区,1.5-2.5万/月,福/利/面/议,3-4年经验,本科,50-150人,计算机软件,"公司福利体系：
1、提供业内具有竞争力的薪酬，13薪+季度激励奖金+年终奖，每年有两次调薪机会。
2、弹性工作制、五险一金、部门活动、零食下午茶是基础标配，加班晚餐、加班打车报销、年度体检等贴心保障，应有尽有；
3、我们还有高额住房补贴、交通补贴、午餐补贴、年度海外旅游（全额）等全面福利；
4、超长带薪年休假，首年就有10天；每月一天带薪病假，无需提供医院证明；
5、高额员工生日贺金、过节礼品或礼金等；
6、公司预留了足够的股权，依个人能力和工作业绩表现配给。
7、工作时间：9:30-18:30或10:00-19:00(午休12:00-13:30），享受国家法定节假日；
"
1204,大数据系统架构师,陕西远洋科技实业有限责任公司,西安,1-1.5万/月,五险一金/通讯补贴/餐饮补贴/弹性工作/定期体检/绩效奖金/员工旅游/交通补贴/年终奖金,3-4年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),计算机软件","岗位职责：
1、负责大数据基础平台的规划，根据业务需求、数据量等情况设计基础数据平台的组件选型，主机、网络、存储等设备规划
2、制定大数据的技术解决方案及规划，理解业务需求，推进大数据的应用。
任职要求;
1、本科及以上学历，计算机相关专业，具有5年以上工作经验、3年以上大数据研发经验
2、具备Hadoop、HBase、Spark、Kafka、Zeppelin、Kerberos等中一个或多个相关平台维护、优化经验或技能。
3、熟悉Linux(redhat/centos)软硬件环境、系统管理和优化，熟练部署、优化各种常用服务。熟练使用Linux 命令和常用的ssh、ftp、git、maven等开发工具；
4、熟悉Hadoop大数据生态圈，包括但不限于CDH/HDFS/YARN/Hive/Hbase/Kafka/zookeeper/Spark/Flume/Impala/Hue/Sqoop/Elasticsearch/kibana/MySQL/Oracle等；
5、熟悉Hadoop各组件的原理和实现，有实际部署维护、管理( 包括元数据管理)及优化经验。并拥有持续调优能力，运维管理过大规模数据平台；
6、熟悉掌握常用的安全协议和组件服务，对hadoop各组件的权限、安全、kerberos进行配置管理。熟悉SSL、ACL、kerberos等在大数据环境场景的使用；
7、熟悉常用运维监控工具（nagios/ganglia/zabbix/grafan/openfalcon等）和相关插件的开发。比如邮件、短信、微信报警插件等；
8、熟悉常用nginx／haproxy/varnish/netscaler等代理工具的使用和优化；
9、具备良好的服务意识，善于主动思考，自我驱动力强。有良好的沟通、协调能力，富有团队精神，有较强的文档编写能力；
"
1205,苹果平台大数据工程师,深圳市易维讯电脑技术有限公司,北京-朝阳区,1.5-3万/月,五险一金/员工旅游/交通补贴/餐饮补贴/出国机会/绩效奖金/弹性工作/定期体检,1年经验,本科,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)","1、精通 Python，有自动化测试代码编写经验者优先;
2、熟悉 Unix/Linux 系统，精通 Shell 命令和脚本；
3、熟悉大数据处理工具，了解分布式技术及相关的数据处理技术；
4、计算机软件、统计学或应用数学专业本科或以上学历；
5、中、英文能力良好，会听说粤语、四川语、韩语者优先。
本岗位工作地点为北京，不接受者请勿投简历。
"
1206,初级数据仓库工程师,蓝科财务咨询（上海）有限公司,上海-浦东新区,0.6-1万/月,五险一金/绩效奖金/专业培训/定期体检/通讯补贴/年底双薪/带薪年假,2年经验,本科,50-150人,"会计/审计,专业服务(咨询、人力资源、财会)","：
：
1、资质要求：
2、硬技能要求：
3、软技能要求：
"
1207,流程规划数据专员,Babycare,金华,4.5-6千/月,餐饮补贴/交通补贴/住房补贴/全勤奖/定期体检/节日福利/年终奖金/五险一金,2年经验,大专,1000-5000人,"互联网/电子商务,家具/家电/玩具/礼品","1、负责商品SKU库内布局规划
2、负责商品库存管理与分析
3、对销售计划进行分析、对销售SKU热度分布进行分析
4、对全国仓布局，SKU分配提供数据支持
5、负责SKU拆解，控制物流快递成本
"
